text,label,cleaned_text
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Can't believe it's already July. This year is flying by!,0,can't believe it's already july. this year is flying by!
Just adopted a new guinea pig! Any advice for a first-time owner?,0,just adopted a new guinea pig! any advice for a first-time owner?
EXCLUSIVE: Sanders caught in scandal with alien. Share before it's deleted!,1,exclusive: sanders caught in scandal with alien. share before it's deleted!
Just adopted a new cat! Any advice for a first-time owner?,0,just adopted a new cat! any advice for a first-time owner?
EXCLUSIVE: Bush caught in scandal with alien. Share before it's deleted!,1,exclusive: bush caught in scandal with alien. share before it's deleted!
Happy birthday to my sister! Love you lots!,0,happy birthday to my sister! love you lots!
ATTENTION EVERYONE: Amazon is giving away free money! Just click: shorturl.at/scamnow,1,attention everyone: amazon is giving away free money! just click: shorturl.at/scamnow
Just adopted a new dog! Any advice for a first-time owner?,0,just adopted a new dog! any advice for a first-time owner?
Excited to announce that I'm starting a new job at Apple!,0,excited to announce that i'm starting a new job at apple!
Just finished reading The Great Gatsby. What should I read next?,0,just finished reading the great gatsby. what should i read next?
The weather in Austin is beautiful today. Going for a walk!,0,the weather in austin is beautiful today. going for a walk!
Excited to announce that I'm starting a new job at Facebook!,0,excited to announce that i'm starting a new job at facebook!
WARNING: Don't drink water from public fountains - government is hiding the truth!,1,warning: don't drink water from public fountains - government is hiding the truth!
Happy birthday to my sister! Love you lots!,0,happy birthday to my sister! love you lots!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
I lost 20 pounds in just 2 days with this miracle pill! tinyurl.com/fakeoffer,1,i lost 20 pounds in just 2 days with this miracle pill! tinyurl.com/fakeoffer
Spent the weekend hiking at Grand Canyon. The views were incredible!,0,spent the weekend hiking at grand canyon. the views were incredible!
ATTENTION EVERYONE: Google is giving away free money! Just click: bit.ly/2xScam,1,attention everyone: google is giving away free money! just click: bit.ly/2xscam
I'm giving away 100 free PlayStation 5 to the first 100 people who retweet this!,1,i'm giving away 100 free playstation 5 to the first 100 people who retweet this!
EXCLUSIVE: Clinton caught in scandal with Russian spy. Share before it's deleted!,1,exclusive: clinton caught in scandal with russian spy. share before it's deleted!
BREAKING NEWS: Beyoncé reveals shocking secret about the government!,1,breaking news: beyoncé reveals shocking secret about the government!
Just adopted a new rabbit! Any advice for a first-time owner?,0,just adopted a new rabbit! any advice for a first-time owner?
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Happy birthday to my sister! Love you lots!,0,happy birthday to my sister! love you lots!
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
I lost 20 pounds in just 2 days with this miracle pill! shorturl.at/scamnow,1,i lost 20 pounds in just 2 days with this miracle pill! shorturl.at/scamnow
Can't believe it's already January. This year is flying by!,0,can't believe it's already january. this year is flying by!
MAKE $$$$ FROM HOME!!! Click here: shorturl.at/scamnow,1,make $$$$ from home!!! click here: shorturl.at/scamnow
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
"FREE AirPods giveaway! Like, share, and follow to win!",1,"free airpods giveaway! like, share, and follow to win!"
Just finished reading The Great Gatsby. What should I read next?,0,just finished reading the great gatsby. what should i read next?
Excited to announce that I'm starting a new job at Google!,0,excited to announce that i'm starting a new job at google!
Just adopted a new hamster! Any advice for a first-time owner?,0,just adopted a new hamster! any advice for a first-time owner?
Happy birthday to my dad! Love you lots!,0,happy birthday to my dad! love you lots!
Just watched Pulp Fiction with friends. Highly recommend!,0,just watched pulp fiction with friends. highly recommend!
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Excited to announce that I'm starting a new job at Google!,0,excited to announce that i'm starting a new job at google!
Excited to announce that I'm starting a new job at Microsoft!,0,excited to announce that i'm starting a new job at microsoft!
MAKE $$$$ FROM HOME!!! Click here: bit.ly/2xScam,1,make $$$$ from home!!! click here: bit.ly/2xscam
BREAKING NEWS: Jennifer Lopez reveals shocking secret about Hollywood!,1,breaking news: jennifer lopez reveals shocking secret about hollywood!
MAKE $$$$ FROM HOME!!! Click here: tinyurl.com/fakeoffer,1,make $$$$ from home!!! click here: tinyurl.com/fakeoffer
EXCLUSIVE: Bush caught in scandal with Russian spy. Share before it's deleted!,1,exclusive: bush caught in scandal with russian spy. share before it's deleted!
Just watched The Dark Knight with friends. Highly recommend!,0,just watched the dark knight with friends. highly recommend!
I'm giving away 100 free AirPods to the first 100 people who retweet this!,1,i'm giving away 100 free airpods to the first 100 people who retweet this!
EXCLUSIVE: Clinton caught in scandal with secret agent. Share before it's deleted!,1,exclusive: clinton caught in scandal with secret agent. share before it's deleted!
ATTENTION EVERYONE: Microsoft is giving away free money! Just click: bit.ly/2xScam,1,attention everyone: microsoft is giving away free money! just click: bit.ly/2xscam
Just adopted a new parrot! Any advice for a first-time owner?,0,just adopted a new parrot! any advice for a first-time owner?
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
SECRET SALE: 90% OFF luxury Rolex watches - Limited time only! Click now: tinyurl.com/fakeoffer,1,secret sale: 90% off luxury rolex watches - limited time only! click now: tinyurl.com/fakeoffer
Just watched The Dark Knight with friends. Highly recommend!,0,just watched the dark knight with friends. highly recommend!
SECRET SALE: 90% OFF luxury Nike sneakers - Limited time only! Click now: shorturl.at/scamnow,1,secret sale: 90% off luxury nike sneakers - limited time only! click now: shorturl.at/scamnow
BREAKING NEWS: Taylor Swift reveals shocking secret about the government!,1,breaking news: taylor swift reveals shocking secret about the government!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Made curry for dinner tonight. It turned out pretty good!,0,made curry for dinner tonight. it turned out pretty good!
Spent the weekend hiking at Yosemite. The views were incredible!,0,spent the weekend hiking at yosemite. the views were incredible!
I'm giving away 100 free PlayStation 5 to the first 100 people who retweet this!,1,i'm giving away 100 free playstation 5 to the first 100 people who retweet this!
The weather in Boston is beautiful today. Going for a walk!,0,the weather in boston is beautiful today. going for a walk!
Happy birthday to my dad! Love you lots!,0,happy birthday to my dad! love you lots!
"FREE PlayStation 5 giveaway! Like, share, and follow to win!",1,"free playstation 5 giveaway! like, share, and follow to win!"
"FREE iPhone giveaway! Like, share, and follow to win!",1,"free iphone giveaway! like, share, and follow to win!"
BREAKING NEWS: Taylor Swift reveals shocking secret about aliens!,1,breaking news: taylor swift reveals shocking secret about aliens!
The weather in Boston is beautiful today. Going for a walk!,0,the weather in boston is beautiful today. going for a walk!
Happy birthday to my sister! Love you lots!,0,happy birthday to my sister! love you lots!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
